full_acc,strain,date,variant_count,variant_label,lineage
EPI_ISL_19792447,A/duck/USA/007838-001/2025,3/2/25,1132,V3,A
EPI_ISL_19792446,A/duck/USA/007838-002/2025,3/2/25,1132,V3,A
EPI_ISL_19792432,A/duck/USA/007154-008/2025,3/2/25,1132,V3,A
EPI_ISL_19792431,A/duck/USA/007156-003/2025,3/2/25,1132,V3,A
EPI_ISL_19792430,A/duck/USA/007156-004/2025,3/2/25,1132,V3,A
EPI_ISL_19792429,A/duck/USA/007659-002/2025,3/2/25,1132,V3,A
EPI_ISL_19792428,A/duck/USA/007659-004/2025,3/2/25,1132,V3,A
EPI_ISL_19792427,A/duck/USA/007813-003/2025,3/2/25,1132,V3,A
EPI_ISL_19792426,A/duck/USA/007813-008/2025,3/2/25,1132,V3,A
EPI_ISL_19792425,A/duck/USA/007813-009/2025,3/2/25,1132,V3,A
EPI_ISL_19792405,A/mallard/USA/006656-004/2025,3/2/25,1132,V3,A
EPI_ISL_19792348,A/mallard/USA/006656-015/2025,3/2/25,1132,V3,A
EPI_ISL_19792345,A/mallard/USA/006656-022/2025,3/2/25,1132,V3,A
EPI_ISL_19792322,A/mallard/USA/007729-045/2025,3/2/25,1132,V3,A
EPI_ISL_19792316,A/mallard/USA/007729-037/2025,3/2/25,1132,V3,A
EPI_ISL_19792465,A/dairycow/USA/007484-010/2025,3/2/25,1132,V3,A
EPI_ISL_19832266,A/snowgoose/USA/006183-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832268,A/muteswan/USA/004421-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832265,A/baldeagle/USA/004415-015/2025,3/2/25,1132,V3,A
EPI_ISL_19832527,A/goose/USA/006670-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832461,A/goose/USA/004430-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832453,A/canadagoose/USA/006145-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832452,A/canadagoose/USA/004378-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832396,A/snowgoose/USA/006183-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832356,A/canadagoose/USA/006331-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832355,A/canadagoose/USA/006331-003/2025,3/2/25,1132,V3,A
EPI_ISL_19832354,A/canadagoose/USA/006332-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832350,A/canadagoose/USA/004415-005/2025,3/2/25,1132,V3,A
EPI_ISL_19832347,A/canadagoose/USA/004415-012/2025,3/2/25,1132,V3,A
EPI_ISL_19832346,A/canadagoose/USA/004415-016/2025,3/2/25,1132,V3,A
EPI_ISL_19832345,A/canadagoose/USA/004417-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832556,A/turkey/USA/006497-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832522,A/turkey/USA/006338-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832519,A/turkey/USA/006497-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832397,A/skunk/USA/001850-001-R2/2025,3/2/25,1132,V3,A
EPI_ISL_19832474,A/baldeagle/USA/004415-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832464,A/greathornedowl/USA/006101-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832419,A/muteswan/USA/006331-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832418,A/peregrine/USA/004419-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832416,A/red-shoulderedhawk/USA/005885-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832415,A/red-shoulderedhawk/USA/004415-014/2025,3/2/25,1132,V3,A
EPI_ISL_19832412,A/red-tailedhawk/USA/005868-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832411,A/red-tailedhawk/USA/006103-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832410,A/red-tailedhawk/USA/006282-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832408,A/red-tailedhawk/USA/006401-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832394,A/swan/USA/005929-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832380,A/baldeagle/USA/006015-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832379,A/greathornedowl/USA/005886-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832377,A/greathornedowl/USA/004415-013/2025,3/2/25,1132,V3,A
EPI_ISL_19832574,A/chicken/USA/006664-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832542,A/chicken/USA/006816-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832541,A/chicken/USA/006816-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832540,A/chicken/USA/006816-003/2025,3/2/25,1132,V3,A
EPI_ISL_19832568,A/duck/USA/006202-007/2025,3/2/25,1132,V3,A
EPI_ISL_19832507,A/mallard/USA/006143-035/2025,3/2/25,1132,V3,A
EPI_ISL_19832502,A/mallard/USA/006144-041/2025,3/2/25,1132,V3,A
EPI_ISL_19832501,A/mallard/USA/006328-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832494,A/mallard/USA/006142-009/2025,3/2/25,1132,V3,A
EPI_ISL_19832492,A/mallard/USA/006143-007/2025,3/2/25,1132,V3,A
EPI_ISL_19832489,A/mallard/USA/006143-015/2025,3/2/25,1132,V3,A
EPI_ISL_19832456,A/mallard/USA/006140-002/2025,3/2/25,1132,V3,A
EPI_ISL_19832455,A/bufflehead/USA/004424-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832447,A/mallard/USA/006143-020/2025,3/2/25,1132,V3,A
EPI_ISL_19832446,A/mallard/USA/006143-032/2025,3/2/25,1132,V3,A
EPI_ISL_19832444,A/mallard/USA/006143-037/2025,3/2/25,1132,V3,A
EPI_ISL_19832435,A/mallard/USA/006144-004/2025,3/2/25,1132,V3,A
EPI_ISL_19832432,A/mallard/USA/006144-020/2025,3/2/25,1132,V3,A
EPI_ISL_19832430,A/mallard/USA/006144-051/2025,3/2/25,1132,V3,A
EPI_ISL_19832422,A/mallard-blackduckhybrid/USA/006140-001/2025,3/2/25,1132,V3,A
EPI_ISL_19832403,A/mallard/USA/006143-003/2025,3/2/25,1132,V3,A
EPI_ISL_19832402,A/mallard/USA/006143-004/2025,3/2/25,1132,V3,A
EPI_ISL_19832400,A/mallard/USA/006143-012/2025,3/2/25,1132,V3,A
EPI_ISL_19832370,A/mallard/USA/005866-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737069,A/goose/USA/000481-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737120,A/turkey/USA/000070-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737119,A/turkey/USA/000070-003/2025,3/2/25,1132,V3,A
EPI_ISL_19737088,A/turkey/Indiana/000295-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737087,A/turkey/Indiana/000295-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737059,A/turkey/Ohio/000542-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737058,A/turkey/Ohio/000542-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737199,A/chicken/USA/002061-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737192,A/chicken/USA/002047-006/2025,3/2/25,1132,V3,A
EPI_ISL_19737191,A/chicken/USA/002047-014/2025,3/2/25,1132,V3,A
EPI_ISL_19737189,A/chicken/USA/002272-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737118,A/chicken/USA/000072-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737117,A/chicken/USA/000073-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737116,A/chicken/USA/000074-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737112,A/chicken/USA/000084-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737083,A/chicken/USA/000300-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737082,A/chicken/USA/000300-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737081,A/chicken/USA/000345-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737080,A/chicken/USA/000491-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737079,A/chicken/USA/000491-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737078,A/chicken/USA/000491-003/2025,3/2/25,1132,V3,A
EPI_ISL_19737077,A/chicken/USA/000491-004/2025,3/2/25,1132,V3,A
EPI_ISL_19737076,A/chicken/USA/000491-005/2025,3/2/25,1132,V3,A
EPI_ISL_19737075,A/chicken/USA/000345-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737072,A/chicken/USA/000474-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737071,A/chicken/USA/000475-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737068,A/chicken/USA/000536-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737067,A/chicken/USA/000536-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737066,A/chicken/USA/000537-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737065,A/chicken/USA/000537-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737055,A/chicken/USA/000692-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737073,A/duck/Texas/000377-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737226,A/guineafowl/USA/002426-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737294,A/turkey/USA/002414-003/2025,3/2/25,1132,V3,A
EPI_ISL_19737293,A/turkey/USA/002419-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737255,A/turkey/USA/002295-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737254,A/turkey/USA/002297-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737251,A/turkey/USA/002298-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737240,A/turkey/USA/002414-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737235,A/turkey/USA/002414-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737234,A/turkey/USA/002414-004/2025,3/2/25,1132,V3,A
EPI_ISL_19737233,A/turkey/USA/002419-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737183,A/turkey/USA/002297-004/2025,3/2/25,1132,V3,A
EPI_ISL_19737182,A/turkey/USA/002298-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737291,A/chicken/USA/002440-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737290,A/chicken/USA/002467-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737289,A/chicken/USA/002467-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737288,A/chicken/USA/002467-004/2025,3/2/25,1132,V3,A
EPI_ISL_19737287,A/chicken/USA/002099-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737286,A/chicken/USA/002099-003/2025,3/2/25,1132,V3,A
EPI_ISL_19737281,A/chicken/USA/001662-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737280,A/chicken/USA/001904-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737279,A/chicken/USA/001904-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737276,A/chicken/USA/002047-011/2025,3/2/25,1132,V3,A
EPI_ISL_19737273,A/chicken/USA/002061-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737267,A/chicken/USA/002272-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737264,A/chicken/USA/002277-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737263,A/chicken/USA/002277-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737262,A/chicken/USA/002290-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737261,A/chicken/USA/002290-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737260,A/chicken/USA/002290-003/2025,3/2/25,1132,V3,A
EPI_ISL_19737259,A/chicken/USA/002290-004/2025,3/2/25,1132,V3,A
EPI_ISL_19737247,A/chicken/USA/002306-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737244,A/chicken/USA/002402-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737238,A/chicken/USA/001659-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737237,A/chicken/USA/001659-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737232,A/chicken/USA/002421-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737224,A/chicken/USA/002440-003/2025,3/2/25,1132,V3,A
EPI_ISL_19737223,A/chicken/USA/002440-004/2025,3/2/25,1132,V3,A
EPI_ISL_19737222,A/chicken/USA/002467-003/2025,3/2/25,1132,V3,A
EPI_ISL_19737220,A/chicken/USA/002470-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737219,A/chicken/USA/002099-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737210,A/chicken/USA/001990-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737208,A/chicken/USA/002047-009/2025,3/2/25,1132,V3,A
EPI_ISL_19737207,A/chicken/USA/002047-010/2025,3/2/25,1132,V3,A
EPI_ISL_19737178,A/chicken/USA/002306-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737285,A/duck/USA/001671-005/2025,3/2/25,1132,V3,A
EPI_ISL_19737236,A/duck/USA/001671-001/2025,3/2/25,1132,V3,A
EPI_ISL_19737227,A/duck/USA/001671-002/2025,3/2/25,1132,V3,A
EPI_ISL_19737221,A/duck/USA/001671-003/2025,3/2/25,1132,V3,A
EPI_ISL_19737218,A/duck/USA/001671-004/2025,3/2/25,1132,V3,A
EPI_ISL_19737217,A/duck/USA/001671-006/2025,3/2/25,1132,V3,A
EPI_ISL_19737216,A/duck/USA/001671-007/2025,3/2/25,1132,V3,A
EPI_ISL_19705486,A/fox/USA/000628-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809263,A/goose/USA/007119-012/2025,3/2/25,1132,V3,A
EPI_ISL_19809068,A/canadagoose/USA/007118-026/2025,3/2/25,1132,V3,A
EPI_ISL_19809064,A/canadagoose/USA/007118-051/2025,3/2/25,1132,V3,A
EPI_ISL_19809062,A/canadagoose/USA/007118-055/2025,3/2/25,1132,V3,A
EPI_ISL_19809054,A/canadagoose/USA/007118-069/2025,3/2/25,1132,V3,A
EPI_ISL_19809050,A/canadagoose/USA/007118-071/2025,3/2/25,1132,V3,A
EPI_ISL_19809048,A/canadagoose/USA/007118-084/2025,3/2/25,1132,V3,A
EPI_ISL_19809044,A/canadagoose/USA/007119-018/2025,3/2/25,1132,V3,A
EPI_ISL_19809036,A/canadagoose/USA/007152-001/2025,3/2/25,1132,V3,A
EPI_ISL_19808895,A/canadagoose/USA/007118-049/2025,3/2/25,1132,V3,A
EPI_ISL_19808894,A/canadagoose/USA/007118-062/2025,3/2/25,1132,V3,A
EPI_ISL_19808893,A/canadagoose/USA/007118-064/2025,3/2/25,1132,V3,A
EPI_ISL_19808892,A/canadagoose/USA/007118-066/2025,3/2/25,1132,V3,A
EPI_ISL_19808891,A/canadagoose/USA/007118-072/2025,3/2/25,1132,V3,A
EPI_ISL_19808890,A/canadagoose/USA/007118-073/2025,3/2/25,1132,V3,A
EPI_ISL_19808889,A/canadagoose/USA/007118-075/2025,3/2/25,1132,V3,A
EPI_ISL_19808888,A/canadagoose/USA/007118-077/2025,3/2/25,1132,V3,A
EPI_ISL_19808887,A/canadagoose/USA/007118-079/2025,3/2/25,1132,V3,A
EPI_ISL_19808886,A/canadagoose/USA/007118-090/2025,3/2/25,1132,V3,A
EPI_ISL_19808885,A/canadagoose/USA/007119-006/2025,3/2/25,1132,V3,A
EPI_ISL_19808884,A/canadagoose/USA/007119-008/2025,3/2/25,1132,V3,A
EPI_ISL_19808882,A/canadagoose/USA/007244-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743255,A/goose/Pennsylvania/004292-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743254,A/goose/Pennsylvania/004292-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743253,A/goose/Pennsylvania/004292-005/2025,3/2/25,1132,V3,A
EPI_ISL_19743163,A/snowgoose/Virginia/003128-004/2025,3/2/25,1132,V3,A
EPI_ISL_19743160,A/snowgoose/NewYork/003225-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743141,A/cacklinggoose/Colorado/002314-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743136,A/canadagoose/Connecticut/002429-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743135,A/canadagoose/Kentucky/003126-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743134,A/canadagoose/Tennessee/003129-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743130,A/canadagoose/NewYork/002919-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743120,A/canadagoose/NewYork/003224-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743117,A/canadagoose/Pennsylvania/003377-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743116,A/canadagoose/NorthDakota/003472-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743065,A/canadagoose/NewYork/002331-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743064,A/canadagoose/NewYork/002918-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743351,A/turkey/Ohio/003598-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743350,A/turkey/Ohio/003598-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743349,A/turkey/Ohio/003598-003/2025,3/2/25,1132,V3,A
EPI_ISL_19743347,A/turkey/Pennsylvania/003803-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743334,A/turkey/Ohio/004077-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743333,A/turkey/USA/003237-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743331,A/turkey/Ohio/004218-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743330,A/turkey/Ohio/004218-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743329,A/turkey/Ohio/004218-004/2025,3/2/25,1132,V3,A
EPI_ISL_19743241,A/turkey/Ohio/003598-004/2025,3/2/25,1132,V3,A
EPI_ISL_19743238,A/turkey/Ohio/004218-003/2025,3/2/25,1132,V3,A
EPI_ISL_19809137,A/skunk/USA/007992-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809267,A/greathornedowl/USA/007471-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809258,A/gull/USA/007456-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809256,A/gull/USA/007458-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809251,A/swanson'shawk/USA/007834-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809249,A/turkeyvulture/USA/007242-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809244,A/blackvulture/USA/007839-002/2025,3/2/25,1132,V3,A
EPI_ISL_19809242,A/brownpelican/USA/007709-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809220,A/baldeagle/USA/007118-065/2025,3/2/25,1132,V3,A
EPI_ISL_19809210,A/baldeagle/USA/007605-004/2025,3/2/25,1132,V3,A
EPI_ISL_19809201,A/baldeagle/USA/007605-006/2025,3/2/25,1132,V3,A
EPI_ISL_19809197,A/cooper'shawk/USA/007460-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809190,A/herringgull/USA/007118-025/2025,3/2/25,1132,V3,A
EPI_ISL_19809187,A/herringgull/USA/007118-061/2025,3/2/25,1132,V3,A
EPI_ISL_19809170,A/baldeagle/USA/007844-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809164,A/muteswan/USA/007118-083/2025,3/2/25,1132,V3,A
EPI_ISL_19809139,A/red-tailedhawk/USA/007845-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809127,A/snowyowl/USA/007118-017/2025,3/2/25,1132,V3,A
EPI_ISL_19809125,A/snowyowl/USA/007118-018/2025,3/2/25,1132,V3,A
EPI_ISL_19809121,A/snowyowl/USA/007605-007/2025,3/2/25,1132,V3,A
EPI_ISL_19809119,A/baldeagle/USA/008071-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809108,A/falcon/USA/007709-003/2025,3/2/25,1132,V3,A
EPI_ISL_19809101,A/red-shoulderedhawk/USA/007488-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809090,A/red-tailedhawk/USA/007118-059/2025,3/2/25,1132,V3,A
EPI_ISL_19809088,A/red-tailedhawk/USA/007118-076/2025,3/2/25,1132,V3,A
EPI_ISL_19809086,A/red-tailedhawk/USA/007118-082/2025,3/2/25,1132,V3,A
EPI_ISL_19809084,A/red-tailedhawk/USA/007392-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809052,A/baldeagle/USA/007243-001/2025,3/2/25,1132,V3,A
EPI_ISL_19809030,A/commonmerganser/USA/007118-045/2025,3/2/25,1132,V3,A
EPI_ISL_19809028,A/commonmerganser/USA/007119-011/2025,3/2/25,1132,V3,A
EPI_ISL_19808943,A/herringgull/USA/007118-037/2025,3/2/25,1132,V3,A
EPI_ISL_19808942,A/herringgull/USA/007118-078/2025,3/2/25,1132,V3,A
EPI_ISL_19743244,A/quail/NewYork/004295-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743208,A/red-shoulderedhawk/Pennsylvania/003371-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743206,A/red-tailedhawk/Oregon/002191-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743200,A/red-tailedhawk/Virginia/003128-006/2025,3/2/25,1132,V3,A
EPI_ISL_19743199,A/red-tailedhawk/Utah/002900-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743197,A/red-tailedhawk/California/003273-004/2025,3/2/25,1132,V3,A
EPI_ISL_19743196,A/red-tailedhawk/Colorado/003294-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743193,A/gull/USA/003216-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743190,A/hoodedmerganser/Pennsylvania/003373-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743172,A/red-tailedhawk/Colorado/003478-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743158,A/snowyowl/Michigan/002363-005/2025,3/2/25,1132,V3,A
EPI_ISL_19743156,A/turkeyvulture/Virginia/003128-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743154,A/turkeyvulture/Virginia/003128-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743149,A/vulture/Maryland/001987-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743145,A/westerngull/California/003273-006/2025,3/2/25,1132,V3,A
EPI_ISL_19743144,A/barnowl/California/003273-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743142,A/brownpelican/USA/003273-003/2025,3/2/25,1132,V3,A
EPI_ISL_19743131,A/americanwigeon/Arizona/001910-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743110,A/commonraven/California/003340-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743101,A/greatblueheron/Pennsylvania/003373-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743099,A/greathornedowl/Colorado/002313-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743098,A/greathornedowl/Colorado/002987-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743083,A/peregrinefalcon/Massachusetts/003138-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743080,A/red-tailedhawk/Wyoming/002204-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743079,A/red-tailedhawk/Colorado/003477-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743069,A/snowyowl/NewYork/002325-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743062,A/coopershawk/NewJersey/001918-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743326,A/chicken/NewYork/003808-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743319,A/chicken/USA/003825-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743318,A/chicken/Maryland/003830-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743317,A/chicken/Maryland/003830-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743316,A/chicken/Ohio/003846-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743314,A/chicken/Ohio/003846-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743309,A/chicken/Pennsylvania/004047-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743308,A/chicken/Pennsylvania/004047-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743307,A/chicken/Pennsylvania/004047-003/2025,3/2/25,1132,V3,A
EPI_ISL_19743304,A/chicken/NewYork/004071-004/2025,3/2/25,1132,V3,A
EPI_ISL_19743302,A/chicken/NewYork/004071-008/2025,3/2/25,1132,V3,A
EPI_ISL_19743301,A/chicken/NewYork/004074-003/2025,3/2/25,1132,V3,A
EPI_ISL_19743300,A/chicken/Colorado/004076-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743299,A/chicken/Colorado/004076-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743297,A/chicken/USA/003105-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743293,A/chicken/Ohio/004220-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743292,A/chicken/Ohio/004220-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743291,A/chicken/Ohio/004221-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743290,A/chicken/Ohio/004221-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743283,A/chicken/NewYork/004295-005/2025,3/2/25,1132,V3,A
EPI_ISL_19743282,A/chicken/NewYork/004295-008/2025,3/2/25,1132,V3,A
EPI_ISL_19743281,A/chicken/NewYork/004295-009/2025,3/2/25,1132,V3,A
EPI_ISL_19743279,A/chicken/Pennsylvania/003803-003/2025,3/2/25,1132,V3,A
EPI_ISL_19743278,A/chicken/Ohio/004428-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743271,A/chicken/Pennsylvania/003803-004/2025,3/2/25,1132,V3,A
EPI_ISL_19743261,A/chicken/Pennsylvania/003803-005/2025,3/2/25,1132,V3,A
EPI_ISL_19743251,A/chicken/Pennsylvania/003803-006/2025,3/2/25,1132,V3,A
EPI_ISL_19743242,A/chicken/Pennsylvania/003803-007/2025,3/2/25,1132,V3,A
EPI_ISL_19743240,A/chicken/Pennsylvania/003803-008/2025,3/2/25,1132,V3,A
EPI_ISL_19743239,A/chicken/NewYork/003808-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743237,A/chicken/Pennsylvania/003825-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743236,A/chicken/Pennsylvania/003825-003/2025,3/2/25,1132,V3,A
EPI_ISL_19743234,A/chicken/NewYork/004074-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743233,A/chicken/NewYork/004074-005/2025,3/2/25,1132,V3,A
EPI_ISL_19743232,A/chicken/NewYork/004295-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743231,A/chicken/NewYork/004295-006/2025,3/2/25,1132,V3,A
EPI_ISL_19743230,A/chicken/NewYork/004295-007/2025,3/2/25,1132,V3,A
EPI_ISL_19743228,A/chicken/Ohio/004418-001/2025,3/2/25,1132,V3,A
EPI_ISL_19743227,A/chicken/Ohio/004428-002/2025,3/2/25,1132,V3,A
EPI_ISL_19809237,A/bufflehead/USA/007118-033/2025,3/2/25,1132,V3,A
EPI_ISL_19809234,A/bufflehead/USA/007118-034/2025,3/2/25,1132,V3,A
EPI_ISL_19809228,A/bufflehead/USA/007118-093/2025,3/2/25,1132,V3,A
EPI_ISL_19809106,A/red-breastedmerganser/USA/007455-001/2025,3/2/25,1132,V3,A
EPI_ISL_19808940,A/lesserscaup/USA/007119-013/2025,3/2/25,1132,V3,A
EPI_ISL_19743277,A/duck/Pennsylvania/003803-002/2025,3/2/25,1132,V3,A
EPI_ISL_19743276,A/duck/NewYork/003857-006/2025,3/2/25,1132,V3,A
EPI_ISL_19743273,A/duck/NewYork/004071-007/2025,3/2/25,1132,V3,A
EPI_ISL_19743272,A/duck/USA/004074-007/2025,3/2/25,1132,V3,A
